02:10:00,1
02:15:00,1
02:30:00,1
03:00:00,1
03:45:00,1
03:50:00,1
04:00:00,35
04:10:00,4
04:20:00,3
04:30:00,54
04:40:00,14
04:45:00,11
04:50:00,4
05:00:00,148
05:03:00,1
05:10:00,10
05:14:00,1
05:15:00,17
05:20:00,15
05:30:00,117
05:35:00,2
05:40:00,21
05:45:00,16
05:50:00,11
06:00:00,246
06:08:00,1
06:10:00,11
06:14:00,3
06:15:00,22
06:16:00,1
06:20:00,24
06:30:00,129
06:35:00,1
06:40:00,7
06:45:00,16
06:46:00,1
06:50:00,11
07:00:00,248
07:05:00,1
07:10:00,9
07:12:00,1
07:15:00,17
07:20:00,8
07:30:00,71
07:40:00,9
07:45:00,8
07:50:00,4
08:00:00,139
08:10:00,2
08:15:00,6
08:20:00,6
08:26:00,1
08:30:00,38
08:40:00,6
08:45:00,4
08:50:00,2
09:00:00,112
09:10:00,5
09:15:00,5
09:20:00,2
09:25:00,1
09:30:00,42
09:35:00,1
09:40:00,1
09:45:00,6
09:50:00,4
10:00:00,95
10:10:00,2
10:15:00,4
10:16:00,1
10:20:00,5
10:30:00,33
10:40:00,3
10:45:00,3
10:50:00,3
11:00:00,110
11:05:00,1
11:10:00,4
11:15:00,6
11:20:00,9
11:25:00,1
11:30:00,51
11:35:00,1
11:40:00,4
11:45:00,3
11:50:00,7
12:00:00,174
12:10:00,4
12:14:00,1
12:15:00,10
12:20:00,4
12:30:00,63
12:40:00,8
12:45:00,5
12:50:00,1
13:00:00,174
13:10:00,7
13:15:00,6
13:20:00,2
13:25:00,1
13:30:00,53
13:40:00,3
13:45:00,3
13:50:00,4
14:00:00,304
14:01:00,1
14:05:00,3
14:10:00,6
14:15:00,13
14:20:00,8
14:25:00,1
14:30:00,53
14:31:00,2
14:35:00,1
14:40:00,1
14:45:00,5
14:50:00,2
14:55:00,1
15:00:00,211
15:05:00,1
15:10:00,3
15:15:00,8
15:16:00,1
15:20:00,5
15:30:00,55
15:35:00,2
15:39:00,1
15:40:00,5
15:45:00,5
15:48:00,1
15:50:00,3
16:00:00,388
16:03:00,1
16:05:00,5
16:10:00,10
16:15:00,8
16:20:00,10
16:25:00,2
16:30:00,112
16:35:00,2
16:40:00,13
16:41:00,1
16:45:00,7
16:50:00,8
17:00:00,736
17:03:00,1
17:05:00,4
17:10:00,14
17:15:00,13
17:20:00,12
17:25:00,1
17:30:00,222
17:35:00,2
17:40:00,4
17:45:00,14
17:50:00,14
18:00:00,562
18:05:00,3
18:10:00,5
18:11:00,1
18:15:00,15
18:20:00,6
18:30:00,82
18:35:00,1
18:40:00,3
18:45:00,7
18:50:00,1
19:00:00,270
19:01:00,2
19:05:00,2
19:06:00,1
19:15:00,6
19:20:00,4
19:30:00,49
19:35:00,1
19:40:00,3
19:45:00,5
19:47:00,1
19:50:00,2
19:55:00,1
20:00:00,154
20:05:00,1
20:10:00,2
20:15:00,5
20:20:00,2
20:30:00,18
20:45:00,3
20:50:00,1
21:00:00,98
21:05:00,1
21:10:00,3
21:20:00,3
21:30:00,21
21:40:00,3
21:45:00,2
21:50:00,1
22:00:00,88
22:01:00,1
22:10:00,1
22:15:00,1
22:20:00,1
22:30:00,3
23:00:00,10
23:30:00,1
